"","Modo","UF","share","frequencia","frequencia_sd","ticket","ticket_sd","gasto","gasto_sd"
"1","Aplicativo","AC",0.0114170584284755,3.34058895707498,2.4096415810281,87.7178642464589,127.151052744248,1198.93297453911,1102.62604511977
"2","Aplicativo","AL",0.0181329751511081,3.79748205997524,2.55301496407175,54.8986301347975,63.2476922746014,1295.14729770763,1079.18702862327
"3","Aplicativo","AM",0.0396239086635326,6.11821331282812,3.71458863297863,19.1209357949195,15.9715528137932,1252.71527026172,1107.18197439364
"4","Aplicativo","AP",0.00604432505036938,5.68953144406104,5.64975690507297,51.0285220443514,95.3962570315666,961.939959591181,537.115451193792
"5","Aplicativo","BA",0.0644728005372733,4.3083095031588,3.04965405637226,60.2839413793473,103.723038200254,1276.13499807099,1121.65344167267
"6","Aplicativo","CE",0.0443250503693754,5.00053404739231,6.74828054687195,26.6545994518657,33.111091603087,1099.98727472278,1531.14463740003
"7","Aplicativo","DF",0.058428475486904,6.90355697242701,7.04078780973227,60.427784061201,104.104598567791,1983.64418177095,2245.61891855748
"8","Aplicativo","ES",0.0342511752854265,4.99963680443333,4.4323626634061,29.801475444775,32.7012731781455,1405.53910891304,1497.3170696093
"9","Aplicativo","GO",0.0396239086635326,7.26319222527458,6.48814651481763,27.4641212480315,41.785319210343,1678.73163423666,1582.89739617158
"10","Aplicativo","MA",0.0194761584956347,5.13794536795456,5.43091154585841,36.0251095577128,55.8379381263426,1148.98503980174,987.92629646911
"11","Aplicativo","MG",0.0846205507051713,6.49524231059285,6.63141420218852,36.2656040842234,59.9685734592697,1497.88168196812,1623.25885422638
"12","Aplicativo","MS",0.048354600402955,6.91383539727613,7.16143766002138,31.0184896892513,38.5099001112873,1402.33871954957,1421.54712597444
"13","Aplicativo","MT",0.0201477501678979,6.50301201218561,4.7418680811581,38.7326281417154,78.99513752456,1457.06778107984,835.486086455202
"14","Aplicativo","PA",0.00268636668905306,3.94746782356478,3.40342964277702,18.4931304570257,22.329620229268,498.030764294578,689.92487194863
"15","Aplicativo","PB",0.0322364002686367,4.99289240306315,4.18145720035025,41.2609233973613,59.4119793720745,1381.70067542109,913.933181169085
"16","Aplicativo","PE",0.0960376091336467,5.45102955297535,5.16175106043203,27.8915028285805,25.5169511906582,1294.15678991604,1472.47374481889
"17","Aplicativo","PI",0.0141034251175285,4.63566309591194,2.65064632230064,36.8679648736737,62.9265476293402,869.763535675651,428.821598318884
"18","Aplicativo","PR",0.0134318334452653,6.23199280960037,5.82191865643151,34.1447958965163,40.571380095197,1540.8605733594,1638.12757919201
"19","Aplicativo","RJ",0.0779046339825386,7.20786159973176,6.15452090766334,38.6134129338231,50.5687391409001,2453.89332545875,2431.68531033752
"20","Aplicativo","RN",0.0470114170584285,7.96382394579089,6.81476124192543,40.0351382736877,51.7114323869841,1716.92799590735,1411.86574705007
"21","Aplicativo","RO",0.00873069173942243,5.6243397953592,8.23895271744788,36.6027159673715,45.9416438388803,1147.67719846886,2129.04409790656
"22","Aplicativo","RR",0.000671591672263264,4.33333333333333,NA,5.84,NA,303.68,NA
"23","Aplicativo","RS",0.0920080591000672,7.80390835945133,6.43976986723452,38.1754830240131,76.5992426106545,1939.39480933618,1596.70406064564
"24","Aplicativo","SC",0.0268636668905306,5.56442012782212,6.50110115590553,50.478903042069,63.6682888048905,1270.87361520609,1071.37195201915
"25","Aplicativo","SE",0.0188045668233714,7.25217731217574,7.48083972311685,24.8590449756064,28.9042566747614,1285.63163788675,1202.94952354927
"26","Aplicativo","SP",0.0779046339825386,8.38333920266763,9.60018150475316,36.6255987076135,62.9113739248744,2432.05057766381,3122.35604620994
"27","Aplicativo","TO",0.00268636668905306,0.333333333333333,0,38.3668947550992,2.4652856494397,153.467579020397,9.86114259775882
"28","Táxi","AC",0.0255846492104737,3.82066499553945,5.22029924655039,91.9307123054842,118.549900351307,1420.58745629436,2494.11615954888
"29","Táxi","AL",0.0359784129522287,4.384570512315,4.37300238650804,61.1621818820253,148.472904651254,1073.87524996039,1516.15384205222
"30","Táxi","AM",0.0531680991405157,4.90449012866874,5.15087051209412,42.9025322957567,192.964319934092,792.83955085964,1176.08636651869
"31","Táxi","AP",0.0377773335998401,5.92872890051811,5.93810137537775,37.9539061518252,58.9925836584203,1523.92618024318,3143.99271673129
"32","Táxi","BA",0.0843493903657805,4.79906259748526,4.96637901589225,40.3945861539047,88.1604004095088,1031.32268967155,1631.32838333646
"33","Táxi","CE",0.0461722966220268,4.28616663919457,4.76371268772787,32.759139261559,42.2919075880364,735.481378327976,851.687106194903
"34","Táxi","DF",0.00799520287827304,1.82853380303326,2.37086722445847,155.67280078027,163.298424138955,1356.3695218766,1727.39135237576
"35","Táxi","ES",0.0179892064761143,3.38774909043132,2.78643096646305,90.4766800907119,131.741440972888,1492.31314596245,1414.77786838384
"36","Táxi","GO",0.0149910053967619,3.88865498036752,4.3683867505983,52.8532071175968,138.219293626942,831.077015453211,1319.56856828764
"37","Táxi","MA",0.0617629422346592,4.09923634903276,4.74539000814537,43.5708699392241,55.5182420596723,1032.07998572975,1580.46567373644
"38","Táxi","MG",0.0687587447531481,3.48211310135955,4.11736122503352,75.4832029051533,110.28360505728,1277.90174948086,1946.99229176471
"39","Táxi","MS",0.0159904057565461,3.41984780247501,3.28284281713659,33.1313795992648,79.7509840198607,854.789801134864,1134.67542890277
"40","Táxi","MT",0.0165900459724166,2.8716433511422,2.65956788509393,54.547859646369,71.4963847211343,1053.68555879938,2271.45104926544
"41","Táxi","PA",0.075754547271637,5.06508526454664,5.06152008517845,26.7623315902839,43.6024761335733,839.919378828468,935.178151202766
"42","Táxi","PB",0.0341794923046172,5.04522505733492,4.81760267872724,22.5769866067866,37.155363678151,792.35406904189,843.513379879767
"43","Táxi","PE",0.0969418348990606,5.9349559506315,5.57520634508141,26.4990483322546,69.8264707162607,934.728939781213,1269.79708375631
"44","Táxi","PI",0.0329802118728763,4.27219017407857,4.83110235570074,64.7755209591673,84.9091724265782,1301.32056364125,1950.43640721804
"45","Táxi","PR",0.0141914851089346,2.34000327331744,2.35785713625386,72.7995598265706,116.169127590903,754.392415989156,968.23155618808
"46","Táxi","RJ",0.043573855686588,5.78357271986144,5.02354457843576,47.574421444684,67.5201394092477,2097.61706528166,2218.07631785583
"47","Táxi","RN",0.0541674995002998,5.31781971918541,5.30940689038285,40.6499998759771,70.0362744305677,942.376362222391,1392.72041200836
"48","Táxi","RO",0.0177893264041575,2.22933963381639,2.6012468309397,68.772533670701,122.418743505606,945.092772631195,2021.30307740963
"49","Táxi","RR",0.00499700179892065,2.96724718772094,2.42502386395284,75.7834693540976,120.925948414722,1283.89307582587,724.374378343133
"50","Táxi","RS",0.0373775734559264,4.72104534015636,4.65468971894034,45.9815979971192,69.2392941642193,1346.18440892687,1199.95297927542
"51","Táxi","SC",0.00839496302218669,3.93842236330054,4.2730703493331,44.0410043977011,57.6540380919177,926.799030211543,735.073610036364
"52","Táxi","SE",0.0415750549670198,5.08095287001614,4.78125467631461,47.5692295057036,75.0467159103813,1164.66795271166,2114.36676944867
"53","Táxi","SP",0.0359784129522287,4.48675256201577,4.58548103471666,127.332694888602,382.767971780294,1697.70142601101,2188.67551449592
"54","Táxi","TO",0.0149910053967619,2.60605413931027,2.33526303731581,34.8733472738758,117.565382614055,596.31489691077,826.870319581859
"55","Transporte Privado","AC",0.0171273712737127,4.88775648733083,3.7650224243837,238.400340055998,643.127480912128,4189.47278001922,6603.58406998413
"56","Transporte Privado","AL",0.0150948509485095,4.6221082454842,4.59282683388456,135.85653323574,355.86576775949,3520.40434248564,4487.64209892264
"57","Transporte Privado","AM",0.0291056910569106,4.82632440677063,4.51215231832656,186.947255230134,575.194777645483,3864.3749042259,4777.84725773565
"58","Transporte Privado","AP",0.0143631436314363,5.87279565081281,5.57885844864715,162.720447697736,338.579824728376,4623.65861959446,5302.25953904083
"59","Transporte Privado","BA",0.0465582655826558,5.16954916829625,4.69142673443137,188.076403740577,409.61724252912,3898.26103325325,5428.81215776497
"60","Transporte Privado","CE",0.0395392953929539,4.75708210827973,4.22278947947078,123.022351663428,262.694111770281,2961.49430695576,3555.01574077527
"61","Transporte Privado","DF",0.0291056910569106,5.20742706182332,4.73454518760844,294.431003530947,667.217711330669,7232.52653618478,8319.09564368004
"62","Transporte Privado","ES",0.0403794037940379,4.5714011496052,3.77372799534607,270.318076448646,536.643844687956,4716.46836493766,4783.63596018486
"63","Transporte Privado","GO",0.0515989159891599,5.47892226888479,4.01090910346059,183.855077210023,419.784244210359,4576.78383918172,4787.80914727973
"64","Transporte Privado","MA",0.0334417344173442,4.97999464331992,5.07921890313945,120.493400744591,253.487577166444,2542.48800815605,3946.83708004846
"65","Transporte Privado","MG",0.0786178861788618,5.1129639786165,4.53657940772611,232.25640213319,458.587695887759,4754.21233635874,5108.55385287021
"66","Transporte Privado","MS",0.0375067750677507,5.21089408706052,4.4378788459637,214.592601284259,456.228681477293,4952.18486434623,5888.73658077602
"67","Transporte Privado","MT",0.0411653116531165,4.60219204395186,3.61813039481733,262.826632274721,738.737313884385,4746.23914379896,5869.87023746398
"68","Transporte Privado","PA",0.0401355013550136,4.99203183148482,4.78708948593407,119.367845705247,270.085296626109,2878.51440327614,5744.57946920816
"69","Transporte Privado","PB",0.0274254742547425,4.17473973217158,3.47536191712389,163.989016215259,327.717503624727,3104.63161380539,4170.15790480538
"70","Transporte Privado","PE",0.0438211382113821,5.38943960048496,4.68591565859518,184.170458727518,508.676498735477,3920.22045680444,4777.16028898489
"71","Transporte Privado","PI",0.0375338753387534,5.78492231015521,4.44697015337944,94.461356110418,216.750091397886,2932.42645963851,4212.44584198121
"72","Transporte Privado","PR",0.0590785907859079,4.61616448944579,3.87602351652974,275.097565108213,671.581794684631,5195.35957965548,5819.23490778794
"73","Transporte Privado","RJ",0.0348509485094851,5.11365808584002,4.6806925969481,230.486697300845,414.909761392104,5277.01095743819,4743.19027702596
"74","Transporte Privado","RN",0.0274254742547425,5.5464070533884,4.41153088114338,145.841741901401,279.13594245993,3622.35737581046,4767.49368406658
"75","Transporte Privado","RO",0.0173170731707317,4.10049521209901,3.69738423261742,199.035981016362,456.991302567548,3505.0901737149,4006.09048393662
"76","Transporte Privado","RR",0.0137940379403794,4.14774323592248,3.73867183426752,212.625283922619,364.961745071137,4264.51083342179,4418.44286999584
"77","Transporte Privado","RS",0.0559891598915989,4.64708142796874,3.71122704105131,261.329458579625,524.987808130738,5483.72687603066,5516.40647726932
"78","Transporte Privado","SC",0.0529539295392954,4.53201040693044,3.12317335553674,255.48783038572,576.535453635088,5257.85172083913,5342.49940915808
"79","Transporte Privado","SE",0.0188075880758808,5.35174264396252,4.4677809058137,146.922822541137,304.709347486099,3689.45309104975,4230.11088654761
"80","Transporte Privado","SP",0.0806233062330623,5.24492693362755,4.42400402332937,236.8298392881,434.452821381656,5138.01311788431,4821.9942263611
"81","Transporte Privado","TO",0.0166937669376694,3.87309223481996,2.46183261928506,145.012561512646,215.667742871757,3249.46115214615,3704.60048427195
"82","Transporte Público","AC",0.0129052689917264,8.00573209164932,8.54503883181334,49.7772048443059,121.796491297647,945.530609534515,928.647493351689
"83","Transporte Público","AL",0.0294525157357191,6.90229007363189,8.0476966713323,29.0900093940235,56.5329383455774,914.865917943408,1128.13635490254
"84","Transporte Público","AM",0.0298483828827046,10.4393597946837,9.07586539278927,21.5129129817891,55.7454045138229,1212.24994751879,1321.71824663719
"85","Transporte Público","AP",0.0182494754760302,9.34872197035909,7.3276025124086,27.6956017925156,84.4159934080972,1055.38326820259,1334.33477499768
"86","Transporte Público","BA",0.0762835992241004,8.50216833423208,8.79010778653838,43.4382255744547,98.0608958496624,1079.36671637481,1237.53114485472
"87","Transporte Público","CE",0.052016943113891,9.91534892255926,11.5929511001552,33.5238786344633,119.273503684629,994.060932875059,1282.87097929899
"88","Transporte Público","DF",0.0333716004908753,12.8977390133444,10.1076890017399,45.0299250995638,127.851680491784,1841.25321176327,1535.06163556193
"89","Transporte Público","ES",0.0501563675230593,10.5873794459191,9.4611737480706,35.0837210802981,88.1572507602179,1099.81850336599,1084.09002757692
"90","Transporte Público","GO",0.0232769882427457,9.06536129767357,8.28043128974199,50.5538861950004,119.452347874471,1251.84912761035,1761.71571122241
"91","Transporte Público","MA",0.036894818099046,6.58510352088064,7.87981627727292,54.8842096984858,108.395622778189,1157.17176109237,1709.02801912281
"92","Transporte Público","MG",0.0805193776968449,10.0705863338115,9.50248955203752,46.7081543318178,105.061060752792,1353.12960870641,1568.25872361248
"93","Transporte Público","MS",0.0163097264558014,6.46702761783995,7.56265453736483,87.0743375933865,167.660565240812,1042.99160098343,1399.69740818551
"94","Transporte Público","MT",0.0166264201733898,6.20291829761499,7.94790195483714,118.839207070201,205.740558804697,1395.25809108473,2147.06716311199
"95","Transporte Público","PA",0.0311943311824552,6.42169038240985,6.27801140164526,59.6773807868091,103.734721145224,1119.50568481535,1266.4483514671
"96","Transporte Público","PB",0.0273940065713946,6.00829271095622,6.15559411919908,40.0022826773808,110.439716937715,1127.79819318837,1500.83430524788
"97","Transporte Público","PE",0.0732354221923123,8.49345741166723,8.30610486641782,22.7095969696133,48.9155151311335,937.396823501242,950.851824913002
"98","Transporte Público","PI",0.0360239103756779,8.10817212319727,8.3128795112754,48.5588827943065,108.882314404583,1034.75195077624,1076.04010846577
"99","Transporte Público","PR",0.0311943311824552,9.16940919472588,8.53420063486715,60.8848927425419,115.907715350148,1323.62158427726,1422.91823346699
"100","Transporte Público","RJ",0.0958394362851827,11.9231737163001,10.3999154215708,25.8017379754155,103.682987065739,1549.95557054598,1597.86946107864
"101","Transporte Público","RN",0.0247021099718934,8.52202474404005,8.55808135393441,30.5771420922822,62.2982672236643,1123.55380398157,1301.93739864212
"102","Transporte Público","RO",0.00712560864573849,3.31304087721249,5.84523806664262,183.13107293733,373.22575053488,1216.13972654132,1824.37947246525
"103","Transporte Público","RR",0.00463164561973002,4.75037724257663,6.52399401849071,157.857209688591,215.71974551295,1370.5255370848,2233.83491602947
"104","Transporte Público","RS",0.0505522346700447,10.8499728650396,11.1579724592652,40.730262564441,93.6291679779943,1255.7214306287,1293.83648451651
"105","Transporte Público","SC",0.0210997189343256,8.51830758378649,8.37887890750845,53.27716781279,119.818220750427,1297.20377544598,1707.6210434838
"106","Transporte Público","SE",0.0372906852460314,9.33393458850842,9.16103431560229,32.0833047096935,68.8792298118828,1138.89799541759,1379.03730503983
"107","Transporte Público","SP",0.0740271564862832,14.6164871830712,14.2606021905603,38.1614272622758,105.539507473788,1776.5587370754,2149.12559802609
"108","Transporte Público","TO",0.0098175052452397,3.34932284956477,5.29646785328349,125.698969306504,241.330474370789,1409.85793175948,2201.25554997401
